City,Country,Date,Medium,Page,Region,Section,Section (group),Exits,Goal Conversion Rate,Number of Records,Pageviews,Pageviews per Visitor,Time on Page,Time on Page per Visitor,Total Downloads,Unique Visitors,Visits
Temple,United States,12/13/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.0038,1,34,3.4,850,85,0.0988,10,26
Hoboken,United States,12/13/2014,(none),index.htm,North America,User,User Generated,10,0.0023,1,35,3.5,560,56,0.1012,10,44
Deerfield Beach,United States,12/13/2014,(none),/how-it-works,North America,User,User Generated,10,0.0023,1,11,1.1,1620,162,0.1058,10,46
New York,United States,12/13/2014,(none),/thanks,North America,User,User Generated,10,0.0027,1,56,3.111111111,1879,104.388888889,0.1836,18,68
Nashville,United States,12/13/2014,(none),index.htm,North America,User,User Generated,10,0.0022,1,25,1.315789474,27339,1438.894736842,0.1342,19,61
St Paul,United States,12/13/2014,(none),index.htm,North America,User,User Generated,15,0.0024,1,64,4.266666667,26321,1754.733333333,0.0984,15,41
Washington,United States,12/13/2014,(none),index.htm,North America,User,User Generated,21,0.0039,1,28,1.333333333,3549,169,0.1638,21,42
New York,United States,12/13/2014,(none),index.htm,North America,User,User Generated,22,0.011764706,1,69,3.136363636,9288,422.181818182,1,22,85
Chicago,United States,12/14/2014,(none),/,North America,User,User Generated,0,0.0031,1,26,2.6,99,9.9,0.062,10,20
Seattle,United States,12/14/2014,(none),/,North America,User,User Generated,0,0.0036,1,27,2.7,198,19.8,0.1008,10,28
Albany,United States,12/14/2014,(none),/,North America,User,User Generated,0,0.0028,1,29,2.9,138,13.8,0.0896,10,32
Houston,United States,12/14/2014,(none),index.htm,North America,User,User Generated,3,0.0024,1,12,4,351,117,0.0792,3,33
Washington,United States,12/14/2014,(none),index.htm,North America,User,User Generated,4,0.0015,1,11,2.75,352,88,0.0315,4,21
Seattle,United States,12/14/2014,(none),index.htm,North America,User,User Generated,4,0.001,1,5,1.25,688,172,0.051,4,51
St Paul,United States,12/14/2014,(none),index.htm,North America,User,User Generated,5,0.0011,1,21,4.2,415,83,0.0429,5,39
Park Ridge,United States,12/14/2014,(none),index.htm,North America,User,User Generated,9,0.0019,1,14,1.555555556,774,86,0.0969,9,51
Farmington,United States,12/14/2014,(none),/how-it-works,North America,User,User Generated,10,0.0031,1,13,1.3,1450,145,0.093,10,30
Orangeburg,United States,12/14/2014,(none),/,North America,User,User Generated,10,0.0032,1,40,4,69,6.9,0.1056,10,33
New York,United States,12/14/2014,(none),/upgrade,North America,User,User Generated,10,0.0011,1,39,1.114285714,4585,131,0.0869,35,79
Gaithersburg,United States,12/14/2014,(none),index.htm,North America,User,User Generated,11,0.0038,1,17,1.545454545,36627,3329.727272727,0.171,11,45
Acton,United States,12/14/2014,(none),index.htm,North America,User,User Generated,15,0.0039,1,60,4,21335,1422.333333333,0.1326,15,34
Richardson,United States,12/14/2014,(none),index.htm,North America,User,User Generated,19,0.002,1,59,3.105263158,18882,993.789473684,0.116,19,58
Nutley,United States,12/15/2014,(none),/,North America,User,User Generated,0,0.002,1,14,1.4,188,18.8,0.048,10,24
Washington,United States,12/15/2014,(none),/,North America,User,User Generated,0,0.0029,1,28,2.8,307,30.7,0.1537,10,53
Butler,United States,12/15/2014,(none),index.htm,North America,User,User Generated,0,0.0015,1,36,2.117647059,623,36.647058824,0.0795,17,53
New York,United States,12/15/2014,(none),/how-it-works?build=7000.12.0913.1719,North America,User,User Generated,0,0.0037,1,59,3.277777778,13868,770.444444444,0.1998,18,54
Hoboken,United States,12/15/2014,(none),index.htm,North America,User,User Generated,3,0.0025,1,13,4.333333333,309,103,0.085,3,34
New York,United States,12/15/2014,(none),index.htm,North America,User,User Generated,5,0.0028,1,13,2.6,730,146,0.0672,5,24
Gaithersburg,United States,12/15/2014,(none),index.htm,North America,User,User Generated,10,0.004,1,13,1.3,930,93,0.12,10,30
Prior Lake,United States,12/15/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.0012,1,47,4.7,850,85,0.0408,10,34
New York,United States,12/15/2014,(none),/,North America,User,User Generated,10,0.0012,1,39,3.9,620,62,0.0504,10,42
Nutley,United States,12/15/2014,(none),/thanks,North America,User,User Generated,10,0.0017,1,42,2.333333333,1674,93,0.1054,18,62
Austin,United States,12/15/2014,(none),index.htm,North America,User,User Generated,10,0.0016,1,39,1.56,22730,909.2,0.1072,25,67
Ashburn,United States,12/15/2014,(none),index.htm,North America,User,User Generated,13,0.0012,1,34,2.615384615,178,13.692307692,0.0708,13,59
New York,United States,12/16/2014,(none),/,North America,User,User Generated,0,0.001,1,15,1.5,218,21.8,0.053,10,53
Washington,United States,12/16/2014,(none),index.htm,North America,User,User Generated,4,0.002,1,15,3.75,588,147,0.07,4,35
Wyandanch,United States,12/16/2014,(none),index.htm,North America,User,User Generated,5,0.0019,1,22,4.4,285,57,0.0817,5,43
Austin,United States,12/16/2014,(none),index.htm,North America,User,User Generated,8,0.0031,1,25,3.125,912,114,0.0992,8,32
Russellville,United States,12/16/2014,(none),index.htm,North America,User,User Generated,8,0.0035,1,38,4.75,1032,129,0.133,8,38
Hoboken,United States,12/16/2014,(none),index.htm,North America,User,User Generated,8,0.0032,1,19,2.375,1104,138,0.1504,8,47
Carpentersville,United States,12/16/2014,(none),index.htm,North America,User,User Generated,9,0.0025,1,32,3.555555556,2245,249.444444444,0.14,9,56
Ashburn,United States,12/16/2014,(none),index.htm,North America,User,User Generated,10,0.0013,1,18,1.8,1310,131,0.0533,10,41
St Paul,United States,12/16/2014,(none),/bi-challenge,North America,User,User Generated,10,0.0018,1,16,1.6,1170,117,0.0828,10,46
New York,United States,12/16/2014,(none),index.htm,North America,User,User Generated,23,0.0033,1,98,3.92,23383,935.32,0.3597,25,109
Milwaukee,United States,12/17/2014,(none),index.htm,North America,User,User Generated,2,0.0014,1,8,4,210,105,0.0574,2,41
Albany,United States,12/17/2014,(none),index.htm,North America,User,User Generated,3,0.0014,1,4,1.333333333,312,104,0.0518,3,37
Houston,United States,12/17/2014,(none),index.htm,North America,User,User Generated,4,0.0031,1,16,4,424,106,0.124,4,40
Chicago,United States,12/17/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,5,0.0025,1,10,2,49,9.8,0.0875,5,35
Bradenton,United States,12/17/2014,(none),index.htm,North America,User,User Generated,5,0.028571429,1,18,3.6,247,49.4,1,5,35
Washington,United States,12/17/2014,(none),index.htm,North America,User,User Generated,7,0.0028,1,10,1.428571429,875,125,0.1204,7,43
Boynton Beach,United States,12/17/2014,(none),index.htm,North America,User,User Generated,8,0.0015,1,26,3.25,400,50,0.0495,8,33
Lewis Center,United States,12/17/2014,(none),index.htm,North America,User,User Generated,10,0.0033,1,39,3.9,550,55,0.1452,10,44
Durham,United States,12/17/2014,(none),/,North America,User,User Generated,10,0.003,1,16,1.6,540,54,0.156,10,52
Dunn Loring,United States,12/17/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.019230769,1,27,2.7,1180,118,1,10,52
Harrisburg,United States,12/17/2014,(none),index.htm,North America,User,User Generated,10,0.002,1,42,3.818181818,20999,1909,0.058,11,29
New York,United States,12/17/2014,(none),index.htm,North America,User,User Generated,10,0.018867925,1,20,1.428571429,35134,2509.571428571,1,14,53
Carpentersville,United States,12/17/2014,(none),index.htm,North America,User,User Generated,10,0.0029,1,39,1.857142857,504,24,0.1421,21,49
Durham,United States,12/17/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,10,0.016666667,1,32,1.185185185,2727,101,1,27,60
Seattle,United States,12/17/2014,(none),index.htm,North America,User,User Generated,17,0.003,1,50,2.941176471,24797,1458.647058824,0.081,17,27
Reston,United States,12/17/2014,(none),index.htm,North America,User,User Generated,23,0.016666667,1,99,4.304347826,35104,1526.260869565,1,23,60
Las Vegas,United States,12/18/2014,(none),/upgrade,North America,User,User Generated,0,0.0025,1,6,1.2,257,51.4,0.07,5,28
Norco,United States,12/18/2014,(none),/,North America,User,User Generated,0,0.0029,1,48,4.8,59,5.9,0.0986,10,34
Burlington,United States,12/18/2014,(none),/,North America,User,User Generated,0,0.0017,1,46,4.6,148,14.8,0.068,10,40
Greenbelt,United States,12/18/2014,(none),/404.html?page=/dl/sites/default/files/xls/NYCGraffiti_0.csv&from=,North America,User,User Generated,0,0.004,1,22,2.2,40,4,0.18,10,45
Scottdale,United States,12/18/2014,(none),/how-it-works,North America,User,User Generated,0,0.0032,1,70,2.413793103,1711,59,0.192,29,60
Dallas,United States,12/18/2014,(none),index.htm,North America,User,User Generated,1,0.047619048,1,3,3,23017,23017,1,1,21
Spring,United States,12/18/2014,(none),index.htm,North America,User,User Generated,1,0.0016,1,1,1,55,55,0.0368,1,23
Astoria,United States,12/18/2014,(none),index.htm,North America,User,User Generated,1,0.0022,1,5,5,141,141,0.0506,1,23
Denver,United States,12/18/2014,(none),index.htm,North America,User,User Generated,1,0.0017,1,4,4,138,138,0.0527,1,31
Lexington,United States,12/18/2014,(none),index.htm,North America,User,User Generated,1,0.0031,1,4,4,722,722,0.1209,1,39
Easton,United States,12/18/2014,(none),index.htm,North America,User,User Generated,2,0.0014,1,5,2.5,264,132,0.0308,2,22
Dearborn,United States,12/18/2014,(none),index.htm,North America,User,User Generated,2,0.0032,1,7,3.5,250,125,0.1216,2,38
Plano,United States,12/18/2014,(none),index.htm,North America,User,User Generated,2,0.0012,1,6,3,270,135,0.0552,2,46
Pasadena,United States,12/18/2014,(none),index.htm,North America,User,User Generated,3,0.0039,1,8,2.666666667,6825,2275,0.1599,3,41
Silver Spring,United States,12/18/2014,(none),index.htm,North America,User,User Generated,4,0.0038,1,13,3.25,224,56,0.057,4,15
Champaign,United States,12/18/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,5,0.0032,1,9,1.8,765,153,0.0736,5,23
Abilene,United States,12/18/2014,(none),index.htm,North America,User,User Generated,6,0.047619048,1,23,3.833333333,1062,177,1,6,21
Cambridge,United States,12/18/2014,(none),index.htm,North America,User,User Generated,6,0.0027,1,25,4.166666667,474,79,0.0918,6,34
Midland,United States,12/18/2014,(none),index.htm,North America,User,User Generated,6,0.0011,1,26,4.333333333,864,144,0.0385,6,35
Greensboro,United States,12/18/2014,(none),index.htm,North America,User,User Generated,6,0.0023,1,27,4.5,834,139,0.0966,6,42
Baltimore,United States,12/18/2014,(none),index.htm,North America,User,User Generated,6,0.0023,1,24,4,570,95,0.1242,6,54
Malden,United States,12/18/2014,(none),index.htm,North America,User,User Generated,7,0.0029,1,28,4,1225,175,0.1595,7,55
Skippack,United States,12/18/2014,(none),index.htm,North America,User,User Generated,8,0.0035,1,23,2.875,856,107,0.0735,8,21
Saline,United States,12/18/2014,(none),index.htm,North America,User,User Generated,8,0.0034,1,23,2.875,928,116,0.0986,8,29
Pendleton,United States,12/18/2014,(none),index.htm,North America,User,User Generated,9,0.0032,1,11,1.222222222,819,91,0.1312,9,41
Greenbelt,United States,12/18/2014,(none),index.htm,North America,User,User Generated,9,0.0028,1,16,1.777777778,621,69,0.1232,9,44
Bear,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.0014,1,24,2.4,1470,147,0.0308,10,22
New York,United States,12/18/2014,(none),/,North America,User,User Generated,10,0.0017,1,39,3.9,1503,150.3,0.0663,10,39
Madison,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.0015,1,22,2.2,620,62,0.0645,10,43
Fullerton,United States,12/18/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.0037,1,37,3.7,1570,157,0.1776,10,48
Watervliet,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.0039,1,28,2.545454545,791,71.909090909,0.2106,11,54
Seattle,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.0035,1,54,3.857142857,9060,647.142857143,0.091,14,26
San Francisco,United States,12/18/2014,(none),/thanks,North America,User,User Generated,10,0.0022,1,25,1.5625,1472,92,0.0836,16,38
Jamaica Plain,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.016393443,1,55,2.894736842,3294,173.368421053,1,19,61
Lawrence,United States,12/18/2014,(none),index.htm,North America,User,User Generated,10,0.013698630,1,47,2.043478261,4629,201.260869565,1,23,73
Roswell,United States,12/18/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,10,0.0013,1,61,2.44,4350,174,0.0806,25,62
Kirkland,United States,12/18/2014,(none),index.htm,North America,User,User Generated,11,0.0039,1,38,3.454545455,16993,1544.818181818,0.0819,11,21
Arlington,United States,12/18/2014,(none),index.htm,North America,User,User Generated,19,0.014705882,1,81,4.263157895,8704,458.105263158,1,19,68
Honolulu,United States,12/18/2014,(none),index.htm,North America,User,User Generated,20,0.028571429,1,70,3.5,15747,787.35,1,20,35
San Francisco,United States,12/18/2014,(none),index.htm,North America,User,User Generated,20,0.0025,1,34,1.7,3380,169,0.1025,20,41
Las Vegas,United States,12/18/2014,(none),index.htm,North America,User,User Generated,20,0.019230769,1,96,4.8,7567,378.35,1,20,52
New York,United States,12/18/2014,(none),index.htm,North America,User,User Generated,20,0.0014,1,29,1.45,99,4.95,0.1036,20,74
Chicago,United States,12/18/2014,(none),index.htm,North America,User,User Generated,30,0.0029,1,108,3.6,584,19.466666667,0.3219,30,111
Kirkland,United States,12/19/2014,(none),index.htm,North America,User,User Generated,0,0.0011,1,6,3,2127,1063.5,0.0264,2,24
Arlington,United States,12/19/2014,(none),/,North America,User,User Generated,0,0.0039,1,10,1,30,3,0.1365,10,35
Alviso,United States,12/19/2014,(none),/knowledgebase/all,North America,User,User Generated,0,0.0029,1,78,4.105263158,425,22.368421053,0.1914,19,66
Skippack,United States,12/19/2014,(none),index.htm,North America,User,User Generated,1,0.0037,1,2,2,67,67,0.1702,1,46
Largo,United States,12/19/2014,(none),/templates/schools,North America,User,User Generated,2,0.0018,1,7,3.5,324,162,0.0324,2,18
Louisville,United States,12/19/2014,(none),index.htm,North America,User,User Generated,2,0.0025,1,6,3,6311,3155.5,0.0975,2,39
Las Vegas,United States,12/19/2014,(none),index.htm,North America,User,User Generated,3,0.0028,1,5,1.666666667,13165,4388.333333333,0.0672,3,24
Houston,United States,12/19/2014,(none),index.htm,North America,User,User Generated,3,0.0033,1,11,3.666666667,228,76,0.1023,3,31
Astoria,United States,12/19/2014,(none),index.htm,North America,User,User Generated,3,0.0012,1,11,3.666666667,240,80,0.0552,3,46
Bradenton,United States,12/19/2014,(none),index.htm,North America,User,User Generated,4,0.0016,1,5,1.25,404,101,0.048,4,30
Lincoln,United States,12/19/2014,(none),index.htm,North America,User,User Generated,4,0.0024,1,10,2.5,30089,7522.25,0.096,4,40
Ashburn,United States,12/19/2014,(none),index.htm,North America,User,User Generated,5,0.04,1,18,3.6,1454,290.8,1,5,25
San Diego,United States,12/19/2014,(none),index.htm,North America,User,User Generated,5,0.0018,1,19,3.8,615,123,0.0504,5,28
Powell,United States,12/19/2014,(none),index.htm,North America,User,User Generated,5,0.0022,1,23,4.6,3492,698.4,0.0704,5,32
Haverford,United States,12/19/2014,(none),index.htm,North America,User,User Generated,5,0.0029,1,11,2.2,320,64,0.0957,5,33
Lansing,United States,12/19/2014,(none),index.htm,North America,User,User Generated,7,0.0027,1,34,4.857142857,896,128,0.0567,7,21
Glenview,United States,12/19/2014,(none),index.htm,North America,User,User Generated,7,0.0032,1,28,4,1137,162.428571429,0.096,7,30
Chicago,United States,12/19/2014,(none),index.htm,North America,User,User Generated,7,0.0025,1,10,1.428571429,889,127,0.105,7,42
San Francisco,United States,12/19/2014,(none),index.htm,North America,User,User Generated,7,0.0015,1,19,2.714285714,1204,172,0.072,7,48
New York,United States,12/19/2014,(none),/knowledgebase/sharing-views,North America,User,User Generated,7,0.0033,1,27,3.857142857,1050,150,0.1617,7,49
Richmond,United States,12/19/2014,(none),index.htm,North America,User,User Generated,7,0.0019,1,31,4.428571429,959,137,0.095,7,50
Kissimmee,United States,12/19/2014,(none),index.htm,North America,User,User Generated,8,0.021276596,1,27,3.375,560,70,1,8,47
Salt Lake City,United States,12/19/2014,(none),index.htm,North America,User,User Generated,8,0.0037,1,9,1.125,1208,151,0.2109,8,57
Quincy,United States,12/19/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.04,1,11,1.1,1800,180,1,10,25
Washington,United States,12/19/2014,(none),/app/6.0/start,North America,User,User Generated,10,0.004,1,39,3.9,860,86,0.104,10,26
Salem,United States,12/19/2014,(none),index.htm,North America,User,User Generated,10,0.0014,1,18,1.8,1100,110,0.0448,10,32
Reston,United States,12/19/2014,(none),/,North America,User,User Generated,10,0.0029,1,30,3,49,4.9,0.0928,10,32
